Category,Resume
Technology,"Education: Bachelor's in Computer Science Experience: 2 years Skills: PHP, Rust, JavaScript, HTML, Vue.js, CSS, Time Management, React Bachelor's in Computer Science PHP|Rust|JavaScript|HTML|Vue.js|CSS|Time Management|React|Creativity|UI/UX Design Frontend Developer"
Healthcare,"Education: Pharmacy License Experience: 4 years Skills: Attention to Detail, Decision Making, Patient Counseling, Mentoring, Communication, Drug Interactions, Query Optimization, TensorFlow Pharmacy License Attention to Detail|Decision Making|Patient Counseling|Mentoring|Communication|Drug Interactions|Query Optimization|TensorFlow|Accuracy|Pharmacy Knowledge Pharmacist"
Skilled Trades,"Education: HVAC Certification Experience: 1 years Skills: Technical Knowledge, Technical Writing, HVAC Systems, Troubleshooting, Problem Solving, REST API, Safety, Machine Learning HVAC Certification Technical Knowledge|Technical Writing|HVAC Systems|Troubleshooting|Problem Solving|REST API|Safety|Machine Learning|Equipment|Responsive Design|CI/CD HVAC Technician"
Sports & Recreation,"Education: High School Experience: 3 years Skills: Customer Service, Encryption, Web Design, Sales, Security Architecture, Fitness Industry Knowledge, Communication, Leadership High School Customer Service|Encryption|Web Design|Sales|Security Architecture|Fitness Industry Knowledge|Communication|Leadership|Management Fitness Manager"
Legal Services,"Education: Judicial Appointment Experience: 10 years Skills: Terraform, Leadership, Documentation, Decision Making, Legal Expertise, Ethics, Communication, Perl Judicial Appointment Terraform|Leadership|Documentation|Decision Making|Legal Expertise|Ethics|Communication|Perl|Fairness Judge"
Construction & Real Estate,"Education: Bachelor's in Landscape Architecture Experience: 2 years Skills: Horticulture, Environmental Knowledge, Design, Risk Assessment, Technical Skills, Deep Learning, CAD, HTML Bachelor's in Landscape Architecture Horticulture|Environmental Knowledge|Design|Risk Assessment|Technical Skills|Deep Learning|CAD|HTML|Graphic Design|Creativity|PyTorch Landscape Architect"
Technology,"Education: CEH Certification Experience: 5 years Skills: Kotlin, Problem Solving, Networking, Business Development, Azure, Database Design, Vulnerability Research, Security CEH Certification Kotlin|Problem Solving|Networking|Business Development|Azure|Database Design|Vulnerability Research|Security|Penetration Testing|Flutter|Hacking Tools Ethical Hacker"
Technology,"Education: Bachelor's in Computer Science Experience: 4 years Skills: API Integration, Redux, NumPy, Market Research, Ansible, HTML, React, JavaScript Bachelor's in Computer Science API Integration|Redux|NumPy|Market Research|Ansible|HTML|React|JavaScript|CSS|Presentation Skills React Developer"
Technology,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Redis, Security Protocols, Caching, Pub/Sub, Performance Optimization, Scalability, Data Structures, Firewalls Bachelor's in Computer Science Redis|Security Protocols|Caching|Pub/Sub|Performance Optimization|Scalability|Data Structures|Firewalls Redis Developer"
Data & Analytics,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Analytics, Data Modeling, Creativity, Adobe Creative Suite, Responsive Design, Cloud Platforms, Java, SQL Bachelor's in Computer Science Analytics|Data Modeling|Creativity|Adobe Creative Suite|Responsive Design|Cloud Platforms|Java|SQL|dbt|Python Analytics Engineer"
Technology,"Education: Bachelor's in Computer Science Experience: 3 years Skills: NoSQL, Memory Safety, System Programming, Problem Solving, Rust, Performance Optimization, Cargo, Oracle Bachelor's in Computer Science NoSQL|Memory Safety|System Programming|Problem Solving|Rust|Performance Optimization|Cargo|Oracle Rust Developer"
Technology,"Education: Blockchain Certification Experience: 3 years Skills: Solidity, Sales, Blockchain Technology, Cryptocurrency, Smart Contracts, Python, Problem Solving, Database Design Blockchain Certification Solidity|Sales|Blockchain Technology|Cryptocurrency|Smart Contracts|Python|Problem Solving|Database Design Blockchain Developer"
Healthcare,"Education: Medical Degree Experience: 4 years Skills: Medical Knowledge, Security Protocols, Adobe Creative Suite, Patient Communication, Shell Scripting, Responsive Design, Empathy, Problem Solving Medical Degree Medical Knowledge|Security Protocols|Adobe Creative Suite|Patient Communication|Shell Scripting|Responsive Design|Empathy|Problem Solving|Psychiatric Diagnosis|Treatment Planning Psychiatrist"
Human Resources,"Education: Bachelor's in HR Experience: 5 years Skills: Coaching, Django, Terraform, Strategic HR, Data Analysis, Employee Relations, Leadership, Communication Bachelor's in HR Coaching|Django|Terraform|Strategic HR|Data Analysis|Employee Relations|Leadership|Communication|Business Acumen|Microservices|Agile HR Business Partner"
Legal Services,"Education: Juris Doctor Experience: 6 years Skills: TypeScript, Legal Expertise, Technical Knowledge, Communication, Writing, Patent Law, Scrum, Research Juris Doctor TypeScript|Legal Expertise|Technical Knowledge|Communication|Writing|Patent Law|Scrum|Research Patent Attorney"
Human Resources,"Education: Bachelor's in Education Experience: 1 years Skills: Presentation, TensorFlow, CI/CD, Instructional Design, Marketing, eLearning, Training Program Development, Encryption Bachelor's in Education Presentation|TensorFlow|CI/CD|Instructional Design|Marketing|eLearning|Training Program Development|Encryption|Perl|Communication|Assessment Training Specialist"
Finance & Accounting,"Education: Bachelor's in Finance Experience: 3 years Skills: Perl, Creativity, Query Optimization, Attention to Detail, Budget Planning, Communication, Financial Analysis, Forecasting Bachelor's in Finance Perl|Creativity|Query Optimization|Attention to Detail|Budget Planning|Communication|Financial Analysis|Forecasting|P&L Management|Excel Budget Analyst"
Law Enforcement,"Education: Security Training Experience: 2 years Skills: Security, Communication, Safety, NoSQL, Awareness, Problem Solving, CloudFormation, Responsibility Security Training Security|Communication|Safety|NoSQL|Awareness|Problem Solving|CloudFormation|Responsibility Security Guard"
Administration,"Education: Bachelor's in Business Experience: 2 years Skills: Problem Solving, Leadership Support, Discretion, MongoDB, Executive Support, Communication, MySQL, Android Bachelor's in Business Problem Solving|Leadership Support|Discretion|MongoDB|Executive Support|Communication|MySQL|Android|Organization|SQL Executive Assistant"
Law Enforcement,"Education: High School Experience: 0 years Skills: Communication, Judgment, Mobile UI/UX, Physical Fitness, Law Enforcement, Problem Solving, Kubernetes, Safety High School Communication|Judgment|Mobile UI/UX|Physical Fitness|Law Enforcement|Problem Solving|Kubernetes|Safety|Docker Police Officer"
Human Resources,"Education: Bachelor's in Finance Experience: 2 years Skills: Communication, Kotlin, Market Analysis, Leadership, Excel, Critical Thinking, Benefits Administration, Compensation Strategy Bachelor's in Finance Communication|Kotlin|Market Analysis|Leadership|Excel|Critical Thinking|Benefits Administration|Compensation Strategy|Compliance Compensation & Benefits Manager"
Technology,"Education: Bachelor's in IT Experience: 6 years Skills: Release Management, Business Development, Project Management, Budget Management, Documentation, Problem Solving, Change Control, React Bachelor's in IT Release Management|Business Development|Project Management|Budget Management|Documentation|Problem Solving|Change Control|React|Angular|Communication Release Manager"
Skilled Trades,"Education: Equipment License Experience: 2 years Skills: Scrum, Problem Solving, Attention to Detail, Communication, Oracle, Equipment Operation, Safety, Precision Equipment License Scrum|Problem Solving|Attention to Detail|Communication|Oracle|Equipment Operation|Safety|Precision Heavy Equipment Operator"
Arts & Culture,"Education: Museum Studies Experience: 4 years Skills: Management, Curation, Problem Solving, Art Knowledge, Research, GraphQL, React, Communication Museum Studies Management|Curation|Problem Solving|Art Knowledge|Research|GraphQL|React|Communication Museum Curator"
Technology,"Education: Bachelor's in Electronics Experience: 2 years Skills: IoT Technology, Wireframing, Sensors, Embedded Systems, React Native, Serverless, Jupyter, C/C++ Bachelor's in Electronics IoT Technology|Wireframing|Sensors|Embedded Systems|React Native|Serverless|Jupyter|C/C++|System Design|Networking IoT Engineer"
Technology,"Education: Salesforce Admin Certification Experience: 0 years Skills: Support, Data Management, iOS, Configuration, User Management, Technical Writing, Administration, Salesforce Salesforce Admin Certification Support|Data Management|iOS|Configuration|User Management|Technical Writing|Administration|Salesforce Salesforce Administrator"
Creative & Design,"Education: Certification Experience: 0 years Skills: REST API, JavaScript, Problem Solving, Software Skills, Texturing, Financial Analysis, GCP, TypeScript Certification REST API|JavaScript|Problem Solving|Software Skills|Texturing|Financial Analysis|GCP|TypeScript|Creativity|Rendering|3D Modeling 3D Artist"
Private Sector Management,"Education: Master's in Business Experience: 9 years Skills: MySQL, Decision Making, Oracle, Strategic Leadership, Communication, React Native, Figma, Business Acumen Master's in Business MySQL|Decision Making|Oracle|Strategic Leadership|Communication|React Native|Figma|Business Acumen|Vision|Executive Management Chief Executive Officer"
Technology,"Education: Bachelor's in Computer Science Experience: 4 years Skills: CSS, TypeScript, Firewalls, JavaScript, RxJS, SEO, Angular, API Integration Bachelor's in Computer Science CSS|TypeScript|Firewalls|JavaScript|RxJS|SEO|Angular|API Integration Angular Developer"
Creative & Design,"Education: Bachelor's in Design Experience: 1 years Skills: Statistics, User Experience, GraphQL, Responsive Design, Web Design, JavaScript, Design Tools, HTML/CSS Bachelor's in Design Statistics|User Experience|GraphQL|Responsive Design|Web Design|JavaScript|Design Tools|HTML/CSS|Creativity|Mentoring|Scrum Web Designer"
Technology,"Education: Bachelor's in Game Development Experience: 5 years Skills: Statistics, Game Physics, Unreal Engine, C#, App Testing, iOS, MongoDB, C++ Bachelor's in Game Development Statistics|Game Physics|Unreal Engine|C#|App Testing|iOS|MongoDB|C++|Graphics Programming|Unity|Presentation Skills Game Developer"
Technology,"Education: Bachelor's in Game Development Experience: 4 years Skills: Rust, C#, Creativity, Unity, Presentation Skills, Graphics Programming, Unreal Engine, C++ Bachelor's in Game Development Rust|C#|Creativity|Unity|Presentation Skills|Graphics Programming|Unreal Engine|C++|Technical Writing|Game Physics Game Developer"
Skilled Trades,"Education: Trade School Experience: 1 years Skills: Attention to Detail, Equipment Knowledge, Ruby, Troubleshooting, Mentoring, Safety, Data Analysis, Perl Trade School Attention to Detail|Equipment Knowledge|Ruby|Troubleshooting|Mentoring|Safety|Data Analysis|Perl|Vehicle Mechanics|Problem Solving Mechanic"
Technology,"Education: Bachelor's in Computer Science Experience: 2 years Skills: JavaScript, Redux, HTML, Time Management, TensorFlow, React, CSS, TypeScript Bachelor's in Computer Science JavaScript|Redux|HTML|Time Management|TensorFlow|React|CSS|TypeScript|API Integration React Developer"
Law Enforcement,"Education: Police Academy Experience: 1 years Skills: Safety, Strategic Planning, Physical Fitness, Communication, Law Enforcement, Power BI, Risk Assessment, Problem Solving Police Academy Safety|Strategic Planning|Physical Fitness|Communication|Law Enforcement|Power BI|Risk Assessment|Problem Solving|Judgment|Security Protocols Police Officer"
Data & Analytics,"Education: Bachelor's in Statistics Experience: 1 years Skills: Statistical Analysis, Jupyter, Problem Solving, R, GraphQL, ggplot2, Data Visualization, tidyverse Bachelor's in Statistics Statistical Analysis|Jupyter|Problem Solving|R|GraphQL|ggplot2|Data Visualization|tidyverse R Programmer"
Legal Services,"Education: High School Experience: 0 years Skills: Attention to Detail, Legal Knowledge, Mobile Security, Administrative Skills, Organization, Kubernetes, AWS, Database Design High School Attention to Detail|Legal Knowledge|Mobile Security|Administrative Skills|Organization|Kubernetes|AWS|Database Design|Typing|Communication|PyTorch Legal Secretary"
Data & Analytics,"Education: Data Science Certificate Experience: 3 years Skills: Documentation, Jupyter Notebooks, Visualization, Python, Jenkins, GraphQL, AWS, Presentation Skills Data Science Certificate Documentation|Jupyter Notebooks|Visualization|Python|Jenkins|GraphQL|AWS|Presentation Skills|Kanban|Collaboration|Data Analysis Jupyter Developer"
Technology,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Financial Analysis, Blockchain Technology, Problem Solving, Smart Contracts, Cryptocurrency, Technical Writing, Python, Creativity Bachelor's in Computer Science Financial Analysis|Blockchain Technology|Problem Solving|Smart Contracts|Cryptocurrency|Technical Writing|Python|Creativity|Solidity|iOS Blockchain Developer"
Private Sector Management,"Education: Master's in Business Experience: 7 years Skills: Strategic Leadership, Encryption, Mobile UI/UX, Business Development, Communication, Vision, Decision Making, Prototyping Master's in Business Strategic Leadership|Encryption|Mobile UI/UX|Business Development|Communication|Vision|Decision Making|Prototyping|Department Management|CloudFormation Vice President"
Legal Services,"Education: High School Experience: 3 years Skills: Adaptability, Leadership, Communication, Typing, Web Accessibility, Administrative Skills, Attention to Detail, Organization High School Adaptability|Leadership|Communication|Typing|Web Accessibility|Administrative Skills|Attention to Detail|Organization|Legal Knowledge Legal Secretary"
Energy & Utilities,"Education: Certificate in Water Treatment Experience: 2 years Skills: Compliance, Equipment Operation, Teamwork, Go, Water Treatment, Cassandra, Testing, Jupyter Certificate in Water Treatment Compliance|Equipment Operation|Teamwork|Go|Water Treatment|Cassandra|Testing|Jupyter|Safety|Maintenance Water Treatment Operator"
Technology,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Communication, JavaScript, PostgreSQL, Indexing, JSON, NoSQL, Python, Aggregation Bachelor's in Computer Science Communication|JavaScript|PostgreSQL|Indexing|JSON|NoSQL|Python|Aggregation|MongoDB|Vue.js MongoDB Developer"
Operations & Supply Chain,"Education: Bachelor's in Logistics Experience: 1 years Skills: Logistics Planning, Documentation, Perl, Fleet Management, Business Development, Software, Supplier Management, Cost Optimization Bachelor's in Logistics Logistics Planning|Documentation|Perl|Fleet Management|Business Development|Software|Supplier Management|Cost Optimization|Distribution Logistics Manager"
Energy & Utilities,"Education: Safety Certification Experience: 3 years Skills: Leadership, Safety Management, Problem Solving, Communication, Risk Assessment, MongoDB, CloudFormation, Regulatory Knowledge Safety Certification Leadership|Safety Management|Problem Solving|Communication|Risk Assessment|MongoDB|CloudFormation|Regulatory Knowledge Safety Engineer"
Technology,"Education: Networking Certification Experience: 1 years Skills: Routing, iOS, Cisco, Networking, Security, Configuration, TCP/IP, Agile Networking Certification Routing|iOS|Cisco|Networking|Security|Configuration|TCP/IP|Agile Network Engineer"
Agriculture,"Education: Leadership Experience: 5 years Skills: Business Acumen, Equipment, Farm Management, Responsive Design, Security Architecture, Sustainability, Leadership, Crop Knowledge Leadership Business Acumen|Equipment|Farm Management|Responsive Design|Security Architecture|Sustainability|Leadership|Crop Knowledge|Database Design Farm Manager"
Operations & Supply Chain,"Education: High School with experience Experience: 5 years Skills: Safety, Flask, Inventory Control, Staff Management, Warehouse Management, Organization, Problem Solving, Creativity High School with experience Safety|Flask|Inventory Control|Staff Management|Warehouse Management|Organization|Problem Solving|Creativity Warehouse Manager"
Government & Public Service,"Education: Bachelor's in Public Administration Experience: 0 years Skills: Angular, Data Analysis, Policy Analysis, Research, Kubernetes, Graphic Design, Communication, Government Knowledge Bachelor's in Public Administration Angular|Data Analysis|Policy Analysis|Research|Kubernetes|Graphic Design|Communication|Government Knowledge|Writing Government Analyst"
Engineering & Manufacturing,"Education: Bachelor's in Mechanical Engineering Experience: 1 years Skills: Problem Solving, CAD, Physics, Leadership, TypeScript, Financial Analysis, Thermodynamics, MongoDB Bachelor's in Mechanical Engineering Problem Solving|CAD|Physics|Leadership|TypeScript|Financial Analysis|Thermodynamics|MongoDB|Mechanical Design|Technical Documentation|PostgreSQL Mechanical Engineer"
Agriculture,"Education: Bachelor's in Agriculture Experience: 2 years Skills: C#, Crop Knowledge, Data Analysis, Business Acumen, Sustainability, Farm Management, Leadership, Equipment Bachelor's in Agriculture C#|Crop Knowledge|Data Analysis|Business Acumen|Sustainability|Farm Management|Leadership|Equipment Farm Manager"
Technology,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Data Analysis, Database, Git, R, HTML/CSS, React, Security Protocols, JavaScript Bachelor's in Computer Science Data Analysis|Database|Git|R|HTML/CSS|React|Security Protocols|JavaScript|Node.js Full Stack Developer"
Technology,"Education: Scrum Master Certification Experience: 4 years Skills: Ruby, Agile, Communication, Graphic Design, Rust, Coaching, Team Leadership, Scrum Scrum Master Certification Ruby|Agile|Communication|Graphic Design|Rust|Coaching|Team Leadership|Scrum|Problem Solving|Wireframing|Django Scrum Master"
Research & Development,"Education: Master's in Research Experience: 1 years Skills: Research Methodology, Marketing, User Research, Problem Solving, User Experience, Security Architecture, Data Analysis, Communication Master's in Research Research Methodology|Marketing|User Research|Problem Solving|User Experience|Security Architecture|Data Analysis|Communication|Report Writing Product Researcher"
Creative & Design,"Education: Bachelor's in Design Experience: 4 years Skills: Data Analysis, Security Protocols, User Interface, UI Principles, Prototyping, Design Systems, Figma, Prototyping Tools Bachelor's in Design Data Analysis|Security Protocols|User Interface|UI Principles|Prototyping|Design Systems|Figma|Prototyping Tools|Creativity|Visual Design|Network Security UI Designer"
Technology,"Education: Bachelor's in IT Experience: 5 years Skills: SQL, Problem Solving, PL/SQL, TypeScript, Oracle Apps, ERP Systems, GraphQL, Configuration Bachelor's in IT SQL|Problem Solving|PL/SQL|TypeScript|Oracle Apps|ERP Systems|GraphQL|Configuration Oracle Applications Developer"
Technology,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Wireframing, Vue.js, Shopify, GraphQL, Liquid, Problem Solving, E-commerce, JavaScript Bachelor's in Computer Science Wireframing|Vue.js|Shopify|GraphQL|Liquid|Problem Solving|E-commerce|JavaScript|API Integration Shopify Developer"
Transportation,"Education: Captain License Experience: 8 years Skills: Technical Knowledge, Maritime Law, Safety, C#, Query Optimization, Problem Solving, Leadership, SQL Captain License Technical Knowledge|Maritime Law|Safety|C#|Query Optimization|Problem Solving|Leadership|SQL|Agile|Navigation|Kotlin Ship Captain"
Healthcare,"Education: OT License Experience: 4 years Skills: Ruby, Documentation, Treatment Planning, Patient Assessment, Occupational Therapy, Communication, MongoDB, Problem Solving OT License Ruby|Documentation|Treatment Planning|Patient Assessment|Occupational Therapy|Communication|MongoDB|Problem Solving|PostgreSQL|NoSQL|Empathy Occupational Therapist"
Technology,"Education: IT Certification Experience: 3 years Skills: Database Optimization, Jupyter, Communication, MongoDB, Security, Database Design, PostgreSQL, Linux IT Certification Database Optimization|Jupyter|Communication|MongoDB|Security|Database Design|PostgreSQL|Linux|SQL|Backup Recovery Database Administrator"
Government & Public Service,"Education: MPA Experience: 3 years Skills: Rust, Budget Management, Strategic Planning, Public Administration, Communication, R, Policy Knowledge, Leadership MPA Rust|Budget Management|Strategic Planning|Public Administration|Communication|R|Policy Knowledge|Leadership Public Administrator"
Entertainment & Media,"Education: Bachelor's in Communications Experience: 1 years Skills: Communication, Ethics, Reporting, Source Development, Scikit-learn, Penetration Testing, HTML, Writing Bachelor's in Communications Communication|Ethics|Reporting|Source Development|Scikit-learn|Penetration Testing|HTML|Writing|Research Journalist"
Entertainment & Media,"Education: Associate in Broadcast Technology Experience: 0 years Skills: Attention to Detail, Troubleshooting, Ansible, REST API, Equipment Operation, Negotiation, Business Development, Project Management Associate in Broadcast Technology Attention to Detail|Troubleshooting|Ansible|REST API|Equipment Operation|Negotiation|Business Development|Project Management|Safety|Technical Knowledge|Broadcasting Broadcast Technician"
Private Sector Management,"Education: Master's in Business Experience: 7 years Skills: Decision Making, Perl, Communication, Vision, Department Management, Data Analysis, HTML, Business Development Master's in Business Decision Making|Perl|Communication|Vision|Department Management|Data Analysis|HTML|Business Development|Strategic Leadership Vice President"
Construction & Real Estate,"Education: Bachelor's in Business Experience: 4 years Skills: Team Management, Real Estate Knowledge, Communication, Negotiation, Terraform, Decision Making, Sales Leadership, Business Development Bachelor's in Business Team Management|Real Estate Knowledge|Communication|Negotiation|Terraform|Decision Making|Sales Leadership|Business Development Real Estate Broker"
Technology,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Data Structures, Caching, Serverless, Performance Optimization, NumPy, Scalability, Python, Redis Bachelor's in Computer Science Data Structures|Caching|Serverless|Performance Optimization|NumPy|Scalability|Python|Redis|Pub/Sub Redis Developer"
Government & Public Service,"Education: Master's in Public Policy Experience: 2 years Skills: Machine Learning, Prototyping, Communication, Writing, Analysis, Jira, Policy Expertise, Research Master's in Public Policy Machine Learning|Prototyping|Communication|Writing|Analysis|Jira|Policy Expertise|Research|Strategic Thinking Policy Advisor"
Healthcare,"Education: Doctor of Physical Therapy Experience: 0 years Skills: Compassion, Financial Analysis, Exercise Prescription, Physical Therapy, Communication, Mobile UI/UX, Anatomy Knowledge, Patient Assessment Doctor of Physical Therapy Compassion|Financial Analysis|Exercise Prescription|Physical Therapy|Communication|Mobile UI/UX|Anatomy Knowledge|Patient Assessment|Web Accessibility|SEO|Risk Assessment Physical Therapist"
Technology,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Concurrency, Haskell, Functional Programming, Problem Solving, Teamwork, Web Design, Vue.js, Type System Bachelor's in Computer Science Concurrency|Haskell|Functional Programming|Problem Solving|Teamwork|Web Design|Vue.js|Type System|Lambda Calculus Haskell Developer"
Legal Services,"Education: Juris Doctor Experience: 11 years Skills: Fairness, Communication, Decision Making, Leadership, Creativity, Legal Expertise, Ethics, Cassandra Juris Doctor Fairness|Communication|Decision Making|Leadership|Creativity|Legal Expertise|Ethics|Cassandra Judge"
Entertainment & Media,"Education: Bachelor's in English Experience: 2 years Skills: Writing, CI/CD, Attention to Detail, Content Editing, Organization, Communication, Management, Budget Management Bachelor's in English Writing|CI/CD|Attention to Detail|Content Editing|Organization|Communication|Management|Budget Management|Flutter Editor"
Beauty & Wellness,"Education: License Experience: 4 years Skills: Massage Therapy, Teamwork, Critical Thinking, NoSQL, Anatomy, Empathy, Communication, Kotlin License Massage Therapy|Teamwork|Critical Thinking|NoSQL|Anatomy|Empathy|Communication|Kotlin|Problem Solving|Customer Service|Encryption Massage Therapist"
Operations & Supply Chain,"Education: Bachelor's in Business Experience: 6 years Skills: Negotiation, TensorFlow, Cost Analysis, Procurement Strategy, GraphQL, Vendor Management, Compliance, Strategic Sourcing Bachelor's in Business Negotiation|TensorFlow|Cost Analysis|Procurement Strategy|GraphQL|Vendor Management|Compliance|Strategic Sourcing Procurement Manager"
Entertainment & Media,"Education: Bachelor's in Literature Experience: 2 years Skills: Creativity, Research, Writing, Ansible, Communication, Storytelling, Attention to Detail, Compliance Bachelor's in Literature Creativity|Research|Writing|Ansible|Communication|Storytelling|Attention to Detail|Compliance Writer"
Healthcare,"Education: PT License Experience: 4 years Skills: Patient Assessment, HTML, Communication, Data Analysis, Exercise Prescription, Anatomy Knowledge, Physical Therapy, Compassion PT License Patient Assessment|HTML|Communication|Data Analysis|Exercise Prescription|Anatomy Knowledge|Physical Therapy|Compassion|Security Protocols Physical Therapist"
Hospitality & Tourism,"Education: High School Experience: 2 years Skills: MongoDB, Agile, iOS, Computer Skills, Confluence, Customer Service, Organization, Sales High School MongoDB|Agile|iOS|Computer Skills|Confluence|Customer Service|Organization|Sales|Creativity|Travel Knowledge|Communication Travel Agent"
Technology,"Education: Scrum Master Certification Experience: 2 years Skills: Communication, Agile, NoSQL, Team Leadership, Coaching, CI/CD, Network Security, Problem Solving Scrum Master Certification Communication|Agile|NoSQL|Team Leadership|Coaching|CI/CD|Network Security|Problem Solving|Scrum Scrum Master"
Technology,"Education: CEH Certification Experience: 3 years Skills: Kubernetes, Decision Making, Security, Problem Solving, Vulnerability Research, Penetration Testing, Hacking Tools, Networking CEH Certification Kubernetes|Decision Making|Security|Problem Solving|Vulnerability Research|Penetration Testing|Hacking Tools|Networking|Mobile Security|Pandas Ethical Hacker"
Science & Research,"Education: Bachelor's in Meteorology Experience: 3 years Skills: App Testing, Communication, Data Analysis, SQL, Research, Weather Analysis, Meteorology, Problem Solving Bachelor's in Meteorology App Testing|Communication|Data Analysis|SQL|Research|Weather Analysis|Meteorology|Problem Solving Meteorologist"
Marketing & Sales,"Education: Bachelor's in Marketing Experience: 2 years Skills: Selling, Product Knowledge, Flutter, CRM, Python, Negotiation, Communication, Security Architecture Bachelor's in Marketing Selling|Product Knowledge|Flutter|CRM|Python|Negotiation|Communication|Security Architecture|CI/CD|Client Relationships|Vue.js Sales Executive"
Human Resources,"Education: Bachelor's in HR Experience: 2 years Skills: Training Program Development, eLearning, JavaScript, User Experience, Presentation, Assessment, Instructional Design, Wireframing Bachelor's in HR Training Program Development|eLearning|JavaScript|User Experience|Presentation|Assessment|Instructional Design|Wireframing|Communication Training Specialist"
Administration,"Education: High School Experience: 1 years Skills: Communication, Phone Skills, Friendliness, Web Design, Organization, User Experience, GCP, iOS High School Communication|Phone Skills|Friendliness|Web Design|Organization|User Experience|GCP|iOS|Computer Skills|Customer Service Receptionist"
Technology,"Education: Master's in AI Experience: 4 years Skills: Creativity, Statistics, Leadership, Deep Learning, MongoDB, Python, Kotlin, TensorFlow Master's in AI Creativity|Statistics|Leadership|Deep Learning|MongoDB|Python|Kotlin|TensorFlow|PyTorch|Research|C# Machine Learning Engineer"
Legal Services,"Education: Patent Bar License Experience: 4 years Skills: Writing, Research, Security Architecture, TensorFlow, Communication, Legal Expertise, Patent Law, Microservices Patent Bar License Writing|Research|Security Architecture|TensorFlow|Communication|Legal Expertise|Patent Law|Microservices|Project Management|Technical Knowledge Patent Attorney"
Operations & Supply Chain,"Education: Bachelor's in Business Experience: 3 years Skills: Data Analysis, Change Management, Leadership, React, Process Analysis, Perl, HTML, Six Sigma Bachelor's in Business Data Analysis|Change Management|Leadership|React|Process Analysis|Perl|HTML|Six Sigma|Lean Manufacturing|Graphic Design Process Improvement Manager"
Agriculture & Food,"Education: Nutritionist Certification Experience: 0 years Skills: Meal Planning, MySQL, Health Knowledge, Research, Nutrition Science, Counseling, Time Management, Client Communication Nutritionist Certification Meal Planning|MySQL|Health Knowledge|Research|Nutrition Science|Counseling|Time Management|Client Communication Nutritionist"
Technology,"Education: Bachelor's in IT Experience: 1 years Skills: Flutter, Go, Coaching, Agile, Scrum, Problem Solving, Docker, Communication Bachelor's in IT Flutter|Go|Coaching|Agile|Scrum|Problem Solving|Docker|Communication|Mobile UI/UX|Team Leadership Scrum Master"
Arts & Culture,"Education: Master's in Art History Experience: 6 years Skills: Communication, Problem Solving, Curation, Art Knowledge, Security Architecture, Terraform, NoSQL, Compliance Master's in Art History Communication|Problem Solving|Curation|Art Knowledge|Security Architecture|Terraform|NoSQL|Compliance|Management|Research Museum Curator"
Technology,"Education: CEH Certification Experience: 6 years Skills: Vulnerability Research, Problem Solving, Hacking Tools, Security, Creativity, Penetration Testing, Networking, NoSQL CEH Certification Vulnerability Research|Problem Solving|Hacking Tools|Security|Creativity|Penetration Testing|Networking|NoSQL|Machine Learning|Decision Making Ethical Hacker"
Creative & Design,"Education: Master's in Creative Fields Experience: 4 years Skills: Kanban, Strategic Thinking, SEO, Rust, Team Management, Design Knowledge, Creative Vision, Compliance Master's in Creative Fields Kanban|Strategic Thinking|SEO|Rust|Team Management|Design Knowledge|Creative Vision|Compliance|Leadership|User Interface|Communication Creative Director"
Engineering & Manufacturing,"Education: Bachelor's in Engineering Experience: 2 years Skills: Problem Solving, Technical Knowledge, Documentation, Tableau, Communication, Project Management, Azure, Coordination Bachelor's in Engineering Problem Solving|Technical Knowledge|Documentation|Tableau|Communication|Project Management|Azure|Coordination|Encryption Project Engineer"
Technology,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Security, CI/CD, DevOps, GraphQL, Container Security, Statistics, Linux, Network Security Bachelor's in Computer Science Security|CI/CD|DevOps|GraphQL|Container Security|Statistics|Linux|Network Security|Leadership|Compliance DevSecOps Engineer"
Marketing & Sales,"Education: Bachelor's in Marketing Experience: 1 years Skills: Communication, Vue.js, Kubernetes, Analytics, Copywriting, Email Campaign Management, Financial Analysis, Graphic Design Bachelor's in Marketing Communication|Vue.js|Kubernetes|Analytics|Copywriting|Email Campaign Management|Financial Analysis|Graphic Design|Segmentation|A/B Testing|Automation Platforms Email Marketing Specialist"
Human Resources,"Education: Bachelor's in Business Experience: 0 years Skills: Scrum, Networking, ATS Systems, Interviewing, Job Posting, Recruitment, NoSQL, Communication Bachelor's in Business Scrum|Networking|ATS Systems|Interviewing|Job Posting|Recruitment|NoSQL|Communication|Confluence Talent Acquisition Specialist"
Data & Analytics,"Education: Bachelor's in IT Experience: 5 years Skills: C#, LookML, Web Accessibility, SQL, Analytics, Cassandra, Data Visualization, Looker Bachelor's in IT C#|LookML|Web Accessibility|SQL|Analytics|Cassandra|Data Visualization|Looker|Dashboard Development Looker Developer"
